product_id,product_name,category,cost_price,selling_price,discount,stock,monthly_sales,demand_level,rating,supplier_lead_time
P558,Kids Smart Watch (P558),Wearables,4554.0,6726.0,8.0,89,144,MEDIUM,3.8,7
P559,Portable SSD 1TB (P559),Storage,12337.0,15071.0,2.0,14,44,LOW,4.8,6
P560,Monitor 27 Inch (P560),Electronics,19550.0,23874.0,20.0,83,82,MEDIUM,4.6,10
P561,5G Router (P561),Networking,10616.0,13543.0,20.0,34,58,MEDIUM,4.1,10
P562,Tablet iPad Air (P562),Electronics,57895.0,74400.0,12.0,5,46,LOW,3.6,17
P563,DJ Headphones (P563),Audio,8408.0,11975.0,5.0,29,46,LOW,3.8,8
P564,Gaming Desk L-Shape (P564),Gaming,21039.0,28599.0,5.0,34,37,LOW,4.3,2
P565,iPhone 15 (P565),Electronics,93445.0,120808.0,20.0,34,60,MEDIUM,4.0,12
P566,Smart Ring Health (P566),Wearables,13890.0,21418.0,12.0,64,165,HIGH,4.8,2
P567,Racing Wheel (P567),Gaming,9579.0,12515.0,18.0,127,51,MEDIUM,4.3,5
P568,Scanner Flatbed (P568),Office,8292.0,11093.0,12.0,72,184,HIGH,4.3,8
P569,NAS Storage 4TB (P569),Storage,23414.0,34560.0,8.0,164,130,MEDIUM,4.9,8
P570,Portable SSD 500GB (P570),Storage,7799.0,11849.0,15.0,12,39,LOW,3.8,4
P571,Monitor 27 Inch (P571),Electronics,21041.0,28052.0,18.0,193,135,MEDIUM,4.9,11
P572,SSD NVMe 1TB (P572),Storage,7427.0,9272.0,12.0,89,118,MEDIUM,4.4,5
P573,Monitor 32 Inch 4K (P573),Electronics,29351.0,43103.0,8.0,150,117,MEDIUM,4.6,12
P574,Pen Drive 128GB (P574),Storage,1093.0,1345.0,10.0,5,31,LOW,4.9,8
P575,Network Switch 8 Port (P575),Networking,4016.0,4837.0,20.0,56,225,HIGH,4.8,5
P576,UPS 2000VA (P576),Office,12881.0,18097.0,18.0,186,90,MEDIUM,4.9,14
P577,IP Camera Outdoor (P577),Security,5076.0,7635.0,2.0,146,97,MEDIUM,4.7,5
P578,5G Router (P578),Networking,10689.0,16504.0,2.0,191,106,MEDIUM,4.9,5
P579,Portable Speaker Waterproof (P579),Audio,2876.0,3718.0,12.0,105,94,MEDIUM,4.4,2
P580,Gaming Controller PC (P580),Gaming,3566.0,5060.0,5.0,76,54,MEDIUM,4.7,10
P581,Pen Drive 128GB (P581),Storage,1031.0,1389.0,8.0,81,131,MEDIUM,4.8,3
P582,Home Theatre 5.1 (P582),Audio,27684.0,41959.0,8.0,53,55,MEDIUM,3.7,9
P583,Apple Watch Series 8 (P583),Wearables,40238.0,53199.0,8.0,41,88,MEDIUM,4.7,7
P584,NVR 8 Channel (P584),Security,13297.0,16402.0,2.0,144,79,MEDIUM,3.9,7
P585,USB-C Hub 7-in-1 (P585),Accessories,3133.0,3701.0,12.0,36,36,LOW,4.3,2
P586,Motion Sensor (P586),Security,1509.0,2109.0,20.0,50,96,MEDIUM,4.4,5
P587,5G Router (P587),Networking,9391.0,13266.0,10.0,8,14,LOW,4.5,2
P588,External HDD 2TB (P588),Storage,6301.0,9389.0,12.0,42,51,MEDIUM,3.7,4
P589,Portable SSD 500GB (P589),Storage,5853.0,8338.0,8.0,61,248,HIGH,4.9,3
P590,Home Theatre 5.1 (P590),Audio,23160.0,30576.0,5.0,23,240,HIGH,3.9,4
P591,Webcam 4K (P591),Accessories,3988.0,5316.0,10.0,44,118,MEDIUM,3.7,10
P592,Backpack Gaming (P592),Accessories,2731.0,3834.0,12.0,111,148,MEDIUM,3.9,7
P593,NAS Storage 4TB (P593),Storage,23626.0,32422.0,20.0,186,63,MEDIUM,3.8,6
P594,WiFi Router AC1200 (P594),Networking,1654.0,2236.0,5.0,187,66,MEDIUM,5.0,8
P595,Monitor 27 Inch (P595),Electronics,16797.0,24830.0,10.0,23,17,LOW,3.9,8
P596,Soundbar 2.1 (P596),Audio,11040.0,14350.0,2.0,26,26,LOW,4.1,2
P597,SSD NVMe 1TB (P597),Storage,8322.0,10861.0,20.0,32,109,HIGH,4.2,9
P598,Gaming Capture Card (P598),Gaming,10775.0,15960.0,2.0,55,176,HIGH,4.3,2
P599,Firewall Router (P599),Networking,17484.0,25803.0,15.0,22,14,LOW,4.8,7
P600,Label Printer (P600),Office,5710.0,7088.0,18.0,24,12,LOW,4.6,10
P601,Tablet iPad Air (P601),Electronics,62036.0,84612.0,10.0,107,146,MEDIUM,3.8,11
P602,External HDD 4TB (P602),Storage,8497.0,10144.0,10.0,79,213,HIGH,3.5,9
P603,Gaming Controller PC (P603),Gaming,2937.0,4469.0,12.0,27,136,HIGH,4.7,10
P604,SSD NVMe 1TB (P604),Storage,9898.0,13362.0,5.0,10,7,LOW,4.0,2
P605,Screen Cleaner Kit (P605),Accessories,342.0,498.0,2.0,193,79,MEDIUM,4.8,7
P606,Network Switch 8 Port (P606),Networking,3073.0,4231.0,20.0,68,74,MEDIUM,3.7,3
P607,Action Camera GoPro (P607),Electronics,29275.0,35653.0,15.0,66,74,MEDIUM,4.9,19
P608,Condenser Mic Studio (P608),Audio,9469.0,11423.0,15.0,63,46,MEDIUM,3.5,2
P609,Power Bank 10000mAh (P609),Accessories,854.0,1142.0,8.0,191,115,MEDIUM,4.8,9
P610,Security Alarm System (P610),Security,9875.0,14639.0,5.0,31,219,HIGH,3.6,12
P611,Laptop Bag 15 Inch (P611),Accessories,1110.0,1574.0,20.0,66,68,MEDIUM,4.8,6
P612,AR Glasses (P612),Wearables,49217.0,74780.0,15.0,73,183,HIGH,4.2,3
P613,Server Tower (P613),IT Hardware,89058.0,120287.0,8.0,13,27,LOW,4.3,13
P614,Mouse Pad XL (P614),Accessories,678.0,818.0,12.0,181,91,MEDIUM,4.1,5
P615,Gaming Controller PC (P615),Gaming,4740.0,6266.0,15.0,32,49,LOW,4.7,8
P616,Security Alarm System (P616),Security,11267.0,14280.0,5.0,176,131,MEDIUM,4.8,6
P617,Dash Camera 4K (P617),Security,4296.0,5952.0,20.0,9,30,LOW,4.4,15
P618,Video Doorbell (P618),Security,5146.0,7300.0,2.0,5,13,LOW,4.6,15
P619,Memory Card 128GB (P619),Storage,1025.0,1357.0,20.0,25,48,LOW,3.9,6
P620,Binding Machine (P620),Office,5755.0,7524.0,5.0,160,118,MEDIUM,4.1,7
P621,Bluetooth Headphones (P621),Audio,3049.0,4217.0,2.0,27,40,LOW,3.7,6
P622,iPhone 15 (P622),Electronics,83634.0,116950.0,15.0,127,91,MEDIUM,4.2,10
P623,Memory Card 128GB (P623),Storage,711.0,985.0,15.0,51,139,HIGH,5.0,4
P624,External HDD 2TB (P624),Storage,4694.0,5566.0,20.0,51,57,MEDIUM,3.7,8
P625,Edge AI Device (P625),IT Hardware,61320.0,82016.0,8.0,171,94,MEDIUM,4.7,13
P626,Smart Watch GPS (P626),Wearables,9115.0,12795.0,20.0,79,160,HIGH,3.9,10
P627,Security Alarm System (P627),Security,8201.0,9792.0,20.0,178,54,MEDIUM,4.2,6
P628,Portable SSD 1TB (P628),Storage,11791.0,18204.0,12.0,163,50,MEDIUM,4.8,3
P629,4G LTE Router (P629),Networking,6392.0,9112.0,5.0,178,109,MEDIUM,4.0,2
P630,Health Monitor Watch (P630),Wearables,9893.0,13390.0,20.0,137,82,MEDIUM,4.0,6
P631,True Wireless Earbuds (P631),Audio,2588.0,3938.0,12.0,96,112,MEDIUM,3.6,9
P632,NVR 8 Channel (P632),Security,16583.0,23595.0,12.0,51,106,HIGH,4.2,7
P633,Gaming Desk L-Shape (P633),Gaming,20514.0,26315.0,8.0,95,75,MEDIUM,3.5,3
P634,NVR 8 Channel (P634),Security,19281.0,28023.0,20.0,96,62,MEDIUM,4.7,8
P635,Workstation Dell (P635),IT Hardware,91379.0,136972.0,15.0,34,137,HIGH,4.8,19
P636,UPS 2000VA (P636),Office,10190.0,13684.0,8.0,8,27,LOW,4.5,6
P637,Smartphone Samsung S23 (P637),Electronics,62888.0,85289.0,20.0,166,136,MEDIUM,3.9,17
P638,Projector HD (P638),Office,25414.0,34976.0,18.0,29,33,LOW,4.5,13
P639,Gaming Laptop ASUS (P639),Electronics,92943.0,131593.0,18.0,99,123,MEDIUM,4.0,11
P640,Webcam 4K (P640),Accessories,4963.0,6575.0,10.0,79,115,MEDIUM,4.3,4
P641,Health Monitor Watch (P641),Wearables,6053.0,7162.0,5.0,38,11,LOW,3.7,9
P642,Smart Watch GPS (P642),Wearables,12352.0,15727.0,2.0,8,10,LOW,4.9,5
P643,CCTV Camera PTZ (P643),Security,12248.0,14996.0,8.0,195,137,MEDIUM,4.3,7
P644,HDMI Cable 2m (P644),Accessories,301.0,407.0,5.0,139,75,MEDIUM,4.5,7
P645,True Wireless Earbuds (P645),Audio,4452.0,5710.0,2.0,45,82,MEDIUM,3.9,6
P646,Memory Card 128GB (P646),Storage,656.0,1012.0,10.0,195,62,MEDIUM,4.2,4
P647,Stream Deck (P647),Gaming,13529.0,19185.0,20.0,38,53,MEDIUM,3.6,6
P648,Server 1U Rack (P648),IT Hardware,81895.0,101147.0,2.0,49,199,HIGH,3.7,12
P649,Document Camera (P649),Office,8022.0,11566.0,20.0,47,91,MEDIUM,4.3,5
P650,Binding Machine (P650),Office,5327.0,7236.0,15.0,132,78,MEDIUM,3.6,15
P651,Cable Management Kit (P651),Accessories,514.0,789.0,5.0,40,174,HIGH,3.8,2
P652,Label Printer (P652),Office,4611.0,6628.0,5.0,154,85,MEDIUM,3.6,15
P653,Edge AI Device (P653),IT Hardware,50116.0,59799.0,2.0,91,115,MEDIUM,4.2,8
P654,Racing Wheel (P654),Gaming,11498.0,17673.0,20.0,19,104,HIGH,4.0,7
P655,Graphics Card RTX 4070 (P655),Electronics,47364.0,70034.0,20.0,34,237,HIGH,4.6,10
P656,Gaming Mouse RGB (P656),Accessories,3050.0,4151.0,2.0,41,119,MEDIUM,3.9,4
P657,Smartphone Samsung S23 (P657),Electronics,65755.0,99601.0,5.0,181,61,MEDIUM,3.6,20
P658,Membrane Keyboard (P658),Accessories,1297.0,1914.0,10.0,32,17,LOW,4.0,8
P659,Apple Watch Series 8 (P659),Wearables,44759.0,62354.0,8.0,84,141,MEDIUM,4.6,4
P660,Apple Watch Series 8 (P660),Wearables,36207.0,44616.0,18.0,40,28,LOW,3.7,5
P661,CCTV Camera IP (P661),Security,2807.0,4134.0,18.0,77,104,HIGH,3.6,5
P662,External HDD 4TB (P662),Storage,9827.0,13755.0,12.0,151,143,MEDIUM,4.5,5
P663,Portable SSD 500GB (P663),Storage,5813.0,7828.0,10.0,38,109,HIGH,4.6,3
P664,Home Theatre 5.1 (P664),Audio,23863.0,33083.0,10.0,11,38,LOW,4.4,10
P665,Joystick Flight (P665),Gaming,7089.0,10008.0,10.0,12,17,LOW,4.7,9
P666,Workstation Dell (P666),IT Hardware,70272.0,106911.0,2.0,83,76,MEDIUM,4.2,12
P667,Motion Sensor (P667),Security,1256.0,1826.0,8.0,36,6,LOW,4.3,6
P668,4G LTE Router (P668),Networking,6278.0,8165.0,10.0,88,81,MEDIUM,4.7,7
P669,WiFi Router AX3000 (P669),Networking,4140.0,5517.0,10.0,48,68,MEDIUM,4.2,9
P670,Graphics Card RX 6700 (P670),Electronics,34319.0,52279.0,20.0,13,28,LOW,4.2,10
P671,Smart Ring Health (P671),Wearables,13618.0,16710.0,2.0,34,12,LOW,4.2,4
P672,Smart Watch GPS (P672),Wearables,13318.0,18690.0,8.0,88,110,MEDIUM,3.6,10
P673,Mini PC i5 (P673),IT Hardware,29691.0,44230.0,12.0,20,32,LOW,3.9,13
P674,Biometric Fingerprint (P674),Security,6175.0,8639.0,8.0,68,101,HIGH,5.0,5
P675,Edge AI Device (P675),IT Hardware,65752.0,78405.0,18.0,55,142,MEDIUM,4.2,10
P676,Keyboard Wrist Rest (P676),Accessories,1027.0,1475.0,18.0,60,133,HIGH,3.9,3
P677,Gaming Console PS5 (P677),Electronics,50697.0,62858.0,20.0,18,249,HIGH,5.0,14
P678,Portable SSD 1TB (P678),Storage,10324.0,15199.0,15.0,192,130,MEDIUM,3.5,3
P679,Binding Machine (P679),Office,4066.0,4847.0,18.0,41,238,HIGH,4.7,6
P680,Security Alarm System (P680),Security,12415.0,14901.0,15.0,64,128,HIGH,4.0,14
P681,Monitor 32 Inch 4K (P681),Electronics,34229.0,48599.0,5.0,82,139,MEDIUM,3.7,12
P682,5G Router (P682),Networking,8568.0,11627.0,10.0,56,157,HIGH,4.0,6
P683,Stream Deck (P683),Gaming,13940.0,16776.0,15.0,164,104,MEDIUM,4.7,9
P684,Controller Wireless (P684),Gaming,6198.0,8350.0,15.0,39,116,HIGH,4.8,9
P685,Mechanical Keyboard RGB (P685),Accessories,4672.0,5822.0,5.0,12,22,LOW,4.5,9
P686,SSD NVMe 1TB (P686),Storage,9083.0,12826.0,12.0,168,127,MEDIUM,4.9,9
P687,AR Glasses (P687),Wearables,55209.0,78316.0,12.0,19,6,LOW,4.8,10
P688,AR Glasses (P688),Wearables,58310.0,82954.0,15.0,165,125,MEDIUM,4.8,9
P689,Mini PC i7 (P689),IT Hardware,46345.0,70091.0,12.0,19,21,LOW,4.2,11
P690,Chromebook HP (P690),Electronics,25531.0,34433.0,8.0,167,60,MEDIUM,3.9,9
P691,SSD SATA 1TB (P691),Storage,6285.0,7512.0,15.0,96,96,MEDIUM,4.1,5
P692,Gaming Chair RGB (P692),Gaming,12659.0,19519.0,8.0,71,109,MEDIUM,4.3,3
P693,Graphics Card RTX 4070 (P693),Electronics,63621.0,93164.0,20.0,15,139,HIGH,5.0,15
P694,Gaming Capture Card (P694),Gaming,11883.0,15321.0,12.0,33,246,HIGH,4.7,9
P695,Apple Watch Series 8 (P695),Wearables,42316.0,64027.0,8.0,108,54,MEDIUM,3.5,5
P696,Raspberry Pi 4 (P696),IT Hardware,3731.0,4479.0,10.0,101,68,MEDIUM,3.8,8
P697,Gaming LED Strip (P697),Gaming,2080.0,3191.0,18.0,37,25,LOW,4.9,7
P698,Printer All-in-One (P698),Office,17012.0,22766.0,18.0,118,76,MEDIUM,4.0,12
P699,Gaming Desk L-Shape (P699),Gaming,14157.0,21356.0,18.0,35,173,HIGH,4.7,8
P700,Printer All-in-One (P700),Office,17849.0,25011.0,8.0,38,35,LOW,5.0,6
P701,Video Doorbell (P701),Security,4310.0,5739.0,12.0,148,111,MEDIUM,4.6,7
P702,Mesh WiFi System (P702),Networking,12161.0,15652.0,20.0,24,24,LOW,4.2,9
P703,WiFi Router AC1200 (P703),Networking,2529.0,3128.0,12.0,30,220,HIGH,4.5,6
P704,Printer All-in-One (P704),Office,15443.0,22153.0,10.0,36,22,LOW,5.0,6
P705,Security Alarm System (P705),Security,11486.0,15957.0,12.0,60,100,MEDIUM,4.1,14
P706,Tablet iPad Air (P706),Electronics,57768.0,69417.0,15.0,64,128,MEDIUM,4.0,7
P707,Home Theatre 5.1 (P707),Audio,23873.0,36227.0,15.0,38,23,LOW,4.5,3
P708,Joystick Flight (P708),Gaming,8449.0,10543.0,5.0,169,61,MEDIUM,4.0,7
P709,Soundbar 2.1 (P709),Audio,12113.0,17378.0,5.0,66,85,MEDIUM,3.5,10
P710,Home Theatre 5.1 (P710),Audio,28903.0,38511.0,8.0,37,14,LOW,3.8,5
P711,Arcade Stick (P711),Gaming,7259.0,11124.0,5.0,59,49,MEDIUM,4.7,2
P712,Raspberry Pi 4 (P712),IT Hardware,4279.0,5623.0,20.0,58,233,HIGH,3.8,11
P713,Gaming Laptop ASUS (P713),Electronics,75559.0,113113.0,8.0,62,79,MEDIUM,3.8,8
P714,Binding Machine (P714),Office,5184.0,6331.0,2.0,20,210,HIGH,3.8,5
P715,Arcade Stick (P715),Gaming,4737.0,5798.0,12.0,5,24,LOW,4.6,3
P716,Biometric Fingerprint (P716),Security,5263.0,6600.0,15.0,22,14,LOW,4.9,10
P717,Fitness Tracker Band (P717),Wearables,2954.0,4339.0,10.0,55,48,MEDIUM,4.7,2
P718,Joystick Flight (P718),Gaming,8221.0,12634.0,8.0,15,237,HIGH,5.0,3
P719,5G Router (P719),Networking,12256.0,16615.0,8.0,76,53,MEDIUM,4.8,8
P720,Scanner Flatbed (P720),Office,8057.0,10722.0,15.0,38,12,LOW,3.7,10
P721,USB Microphone (P721),Audio,5666.0,6858.0,20.0,34,23,LOW,4.4,6
P722,Mini PC i5 (P722),IT Hardware,29201.0,37597.0,18.0,35,9,LOW,4.9,12
P723,External HDD 2TB (P723),Storage,7197.0,9802.0,5.0,198,106,MEDIUM,4.5,3
P724,Pen Drive 128GB (P724),Storage,1020.0,1426.0,5.0,46,61,MEDIUM,4.0,5
P725,Smart Watch GPS (P725),Wearables,11570.0,17894.0,5.0,36,32,LOW,3.9,6
P726,UPS 1000VA (P726),Office,7165.0,10054.0,18.0,50,230,HIGH,3.7,12
P727,Membrane Keyboard (P727),Accessories,1051.0,1434.0,8.0,9,8,LOW,4.2,2
P728,Pen Drive 128GB (P728),Storage,1184.0,1540.0,12.0,49,52,MEDIUM,4.5,10
P729,KVM Switch 4 Port (P729),IT Hardware,5808.0,8276.0,20.0,117,109,MEDIUM,4.7,15
P730,Gaming Chair RGB (P730),Gaming,14668.0,17480.0,18.0,64,130,HIGH,4.2,8
P731,KVM Switch 4 Port (P731),IT Hardware,5144.0,6407.0,12.0,77,142,HIGH,4.1,11
P732,Projector HD (P732),Office,31932.0,44401.0,20.0,168,127,MEDIUM,4.4,12
P733,Gaming Controller PC (P733),Gaming,3665.0,4855.0,20.0,187,88,MEDIUM,4.5,6
P734,Smart Watch Android (P734),Wearables,5127.0,6135.0,15.0,179,134,MEDIUM,3.5,7
P735,Printer Laser Color (P735),Office,22281.0,34469.0,18.0,92,124,MEDIUM,3.9,15
P736,Condenser Mic Studio (P736),Audio,8510.0,12208.0,12.0,6,15,LOW,4.3,2
P737,GPU Compute Card (P737),IT Hardware,93491.0,129969.0,18.0,35,49,LOW,4.4,12
P738,Document Camera (P738),Office,10342.0,14394.0,20.0,18,48,LOW,4.0,13
P739,Fitness Tracker Band (P739),Wearables,2545.0,3345.0,18.0,9,45,LOW,4.8,10
P740,Network Switch 16 Port (P740),Networking,9326.0,12031.0,18.0,27,123,HIGH,4.4,6
P741,USB Hub 4 Port (P741),Accessories,801.0,1086.0,10.0,196,49,MEDIUM,4.7,10
P742,Studio Monitor Speaker (P742),Audio,17308.0,22430.0,18.0,161,119,MEDIUM,4.2,10
P743,External HDD 2TB (P743),Storage,6195.0,8493.0,8.0,199,67,MEDIUM,4.9,9
P744,DJ Headphones (P744),Audio,7131.0,10036.0,18.0,40,115,HIGH,4.0,4
P745,Mesh WiFi System (P745),Networking,11732.0,17167.0,18.0,46,150,MEDIUM,4.5,8
P746,Soundbar 2.1 (P746),Audio,11876.0,15141.0,10.0,68,54,MEDIUM,3.8,5
P747,Portable Speaker Waterproof (P747),Audio,3068.0,4746.0,18.0,81,44,MEDIUM,3.7,4
P748,Tablet iPad Air (P748),Electronics,68424.0,87773.0,8.0,154,45,MEDIUM,4.7,7
P749,Mouse Pad XL (P749),Accessories,701.0,1052.0,18.0,65,123,HIGH,4.9,4
P750,WiFi Router AX3000 (P750),Networking,5042.0,6883.0,5.0,178,146,MEDIUM,4.9,10
P751,Portable Speaker Waterproof (P751),Audio,3946.0,5004.0,5.0,57,180,HIGH,4.7,8
P752,WiFi Extender (P752),Networking,1483.0,1809.0,10.0,67,212,HIGH,3.9,2
P753,Serial Console Server (P753),IT Hardware,21747.0,33295.0,15.0,93,100,MEDIUM,4.9,21
P754,Pen Drive 64GB (P754),Storage,638.0,840.0,12.0,7,43,LOW,4.8,2
P755,Network Switch 16 Port (P755),Networking,10764.0,13933.0,15.0,45,131,HIGH,4.8,8
P756,Graphics Card RTX 4070 (P756),Electronics,63550.0,96573.0,12.0,24,20,LOW,3.8,21
P757,Memory Card 128GB (P757),Storage,1105.0,1663.0,18.0,25,170,HIGH,4.7,9
P758,Edge AI Device (P758),IT Hardware,56150.0,83733.0,18.0,35,125,HIGH,4.5,15
P759,Cable Management Kit (P759),Accessories,468.0,679.0,15.0,43,43,MEDIUM,4.5,4
P760,GPU Compute Card (P760),IT Hardware,69491.0,92301.0,12.0,58,50,MEDIUM,3.7,15
P761,NAS Storage 4TB (P761),Storage,24858.0,36623.0,15.0,64,134,MEDIUM,3.9,7
P762,Wired Earphones (P762),Audio,442.0,582.0,18.0,43,246,HIGH,3.5,2
P763,Arcade Stick (P763),Gaming,7007.0,10619.0,20.0,15,49,LOW,3.6,8
P764,Smart Door Lock (P764),Security,6172.0,9471.0,8.0,16,130,HIGH,4.6,11
P765,GPU Compute Card (P765),IT Hardware,81307.0,102696.0,10.0,23,22,LOW,4.6,13
P766,Pen Drive 128GB (P766),Storage,1385.0,1942.0,12.0,137,64,MEDIUM,3.8,4
P767,Tablet Samsung Tab (P767),Electronics,41666.0,52796.0,20.0,73,194,HIGH,3.6,14
P768,Pen Drive 64GB (P768),Storage,887.0,1177.0,10.0,138,130,MEDIUM,4.6,6
P769,Membrane Keyboard (P769),Accessories,1357.0,1627.0,10.0,185,85,MEDIUM,4.9,2
P770,Tablet iPad Air (P770),Electronics,63577.0,83982.0,18.0,173,56,MEDIUM,3.6,9
P771,True Wireless Earbuds (P771),Audio,3759.0,5730.0,20.0,38,25,LOW,4.1,6
P772,Mouse Pad XL (P772),Accessories,422.0,518.0,12.0,102,95,MEDIUM,4.9,6
P773,Smart Door Lock (P773),Security,7826.0,10497.0,8.0,68,102,MEDIUM,4.3,15
P774,Server 1U Rack (P774),IT Hardware,60668.0,72813.0,8.0,15,21,LOW,4.6,13
P775,Backpack Gaming (P775),Accessories,1569.0,2058.0,20.0,67,54,MEDIUM,3.7,3
P776,Network Switch 16 Port (P776),Networking,8903.0,11060.0,12.0,179,124,MEDIUM,3.8,2
P777,Arcade Stick (P777),Gaming,5222.0,7940.0,10.0,57,124,HIGH,3.5,3
P778,UPS 1000VA (P778),Office,7566.0,11591.0,15.0,34,10,LOW,4.7,15
P779,KVM Switch 4 Port (P779),IT Hardware,7513.0,9614.0,2.0,197,45,MEDIUM,4.4,14
P780,Kids Smart Watch (P780),Wearables,2823.0,4233.0,12.0,48,47,MEDIUM,4.3,8
P781,Power Bank 10000mAh (P781),Accessories,1055.0,1339.0,18.0,15,18,LOW,4.1,8
P782,DJ Headphones (P782),Audio,8010.0,11390.0,5.0,24,32,LOW,4.9,4
P783,Apple Watch Series 8 (P783),Wearables,43321.0,59336.0,20.0,151,89,MEDIUM,3.9,8
P784,Power Bank 30000mAh (P784),Accessories,3422.0,4815.0,18.0,40,51,MEDIUM,4.3,9
P785,Mesh WiFi System (P785),Networking,12653.0,17399.0,5.0,10,32,LOW,4.9,9
P786,True Wireless Earbuds (P786),Audio,4960.0,7109.0,12.0,69,233,HIGH,3.9,2
P787,Gaming Desk L-Shape (P787),Gaming,21173.0,29006.0,18.0,199,99,MEDIUM,4.6,6
P788,Smart Ring Health (P788),Wearables,16685.0,24434.0,2.0,34,47,LOW,3.8,4
P789,Printer Laser Mono (P789),Office,8875.0,13352.0,12.0,146,132,MEDIUM,4.6,12
P790,Smart Door Lock (P790),Security,7036.0,10693.0,8.0,21,10,LOW,4.8,6
P791,Projector 4K (P791),Office,55484.0,73579.0,2.0,34,35,LOW,4.5,15
P792,Motion Sensor (P792),Security,1594.0,2360.0,15.0,131,128,MEDIUM,4.7,6
P793,SSD SATA 1TB (P793),Storage,5546.0,6774.0,2.0,36,64,MEDIUM,3.8,4
P794,WiFi Extender (P794),Networking,2295.0,3437.0,10.0,14,34,LOW,4.2,2
P795,HDMI Cable 2m (P795),Accessories,561.0,815.0,20.0,17,220,HIGH,4.8,5
P796,Network Switch 16 Port (P796),Networking,10847.0,16146.0,2.0,191,53,MEDIUM,4.8,8
P797,Projector HD (P797),Office,31582.0,44229.0,12.0,36,30,LOW,4.3,14
P798,Mini PC i5 (P798),IT Hardware,31286.0,43033.0,18.0,46,110,MEDIUM,3.9,17
P799,Projector HD (P799),Office,23520.0,33173.0,15.0,35,95,MEDIUM,3.7,8
P800,Raspberry Pi 4 (P800),IT Hardware,4595.0,6285.0,15.0,31,219,HIGH,4.8,18
P801,UPS 2000VA (P801),Office,13165.0,18813.0,15.0,41,141,HIGH,3.9,6
P802,Workstation Dell (P802),IT Hardware,70719.0,87539.0,20.0,36,31,LOW,4.0,10
P803,Gaming Chair RGB (P803),Gaming,14995.0,19685.0,12.0,74,60,MEDIUM,4.7,10
P804,MacBook Pro M2 (P804),Electronics,123443.0,150868.0,10.0,36,19,LOW,3.9,12
P805,Smart Watch Android (P805),Wearables,8465.0,11733.0,8.0,28,231,HIGH,4.6,9
P806,Server Tower (P806),IT Hardware,113986.0,167470.0,5.0,79,110,HIGH,3.7,17
P807,Laptop Stand Adjustable (P807),Accessories,2658.0,3291.0,12.0,159,137,MEDIUM,4.2,3
P808,Portable SSD 500GB (P808),Storage,6091.0,9033.0,5.0,68,212,HIGH,4.7,2
P809,4G LTE Router (P809),Networking,5524.0,7551.0,5.0,31,50,LOW,4.0,5
P810,Memory Card 256GB (P810),Storage,1506.0,1904.0,18.0,147,92,MEDIUM,4.9,10
P811,Smart Watch Android (P811),Wearables,6992.0,10243.0,5.0,30,25,LOW,5.0,4
P812,Printer Laser Mono (P812),Office,10270.0,12260.0,8.0,52,114,HIGH,4.1,15
P813,Racing Wheel (P813),Gaming,13051.0,16915.0,15.0,38,22,LOW,4.4,4
P814,Projector HD (P814),Office,30370.0,45810.0,20.0,196,143,MEDIUM,4.1,8
P815,Gaming Headset 7.1 (P815),Audio,3104.0,4047.0,8.0,102,109,MEDIUM,3.8,10
P816,Racing Wheel (P816),Gaming,11649.0,17009.0,8.0,21,39,LOW,3.9,6
P817,Projector 4K (P817),Office,57982.0,69705.0,15.0,27,37,LOW,3.7,15
P818,Laptop Bag 15 Inch (P818),Accessories,1098.0,1595.0,20.0,178,70,MEDIUM,4.3,10
P819,Biometric Fingerprint (P819),Security,4551.0,5849.0,8.0,93,106,MEDIUM,3.7,13
P820,Biometric Fingerprint (P820),Security,5969.0,7841.0,5.0,31,32,LOW,3.6,5
P821,Printer All-in-One (P821),Office,15334.0,20625.0,15.0,180,91,MEDIUM,4.3,11
P822,Condenser Mic Studio (P822),Audio,10993.0,14694.0,20.0,136,102,MEDIUM,4.7,4
P823,Gaming Controller PC (P823),Gaming,3615.0,4878.0,5.0,151,98,MEDIUM,3.5,4
P824,Gaming Capture Card (P824),Gaming,13530.0,16560.0,18.0,23,28,LOW,3.6,4
P825,Cable Management Kit (P825),Accessories,422.0,556.0,12.0,66,141,MEDIUM,3.7,8
P826,Tablet Samsung Tab (P826),Electronics,40447.0,50954.0,20.0,27,40,LOW,3.6,7
P827,Projector HD (P827),Office,29450.0,40916.0,15.0,31,221,HIGH,4.6,13
P828,KVM Switch 4 Port (P828),IT Hardware,7669.0,9472.0,15.0,31,44,LOW,4.1,21
P829,UPS 1000VA (P829),Office,7393.0,11344.0,20.0,52,122,MEDIUM,4.8,5
P830,Smart Door Lock (P830),Security,8025.0,9837.0,5.0,39,44,LOW,4.4,5
P831,IP Camera Outdoor (P831),Security,4068.0,5516.0,2.0,16,39,LOW,4.9,9
P832,Network Switch 8 Port (P832),Networking,4159.0,6199.0,20.0,25,39,LOW,4.1,2
P833,Server 1U Rack (P833),IT Hardware,65199.0,81289.0,2.0,63,181,HIGH,3.9,8
P834,Keyboard Wrist Rest (P834),Accessories,618.0,762.0,12.0,54,139,HIGH,4.9,4
P835,Action Camera GoPro (P835),Electronics,34495.0,43020.0,2.0,25,11,LOW,3.7,21
P836,Smart Ring Health (P836),Wearables,15004.0,22300.0,5.0,20,20,LOW,4.2,10
